seed,n,patch,coupling,severity,scope,scope_size,solver,solution,cost,gap,evals,runtime_s,p_opt,depth,shots,amp_ops,boundary_ratio,noise_lambda,scope_recall
6,16,6,1.65,1.35,true,6,annealing,49593,10.03161205843014,0.03148581774932587,89,7.745798211544752e-05,,0,0,34176,0.0,0.0,1.0
6,16,6,1.65,1.35,true,6,QAOA,49593,10.03161205843014,0.03148581774932587,89,0.0021366250002756715,0.21780400402313552,1,256,34176,0.0,0.0,1.0
6,16,6,1.65,1.35,inferred,6,exact LNS,49593,10.03161205843014,0.03148581774932587,64,1.0409858077764511e-06,,0,0,24576,0.0,0.0,1.0
6,16,6,1.65,1.35,inferred,6,annealing,49593,10.03161205843014,0.03148581774932587,89,6.970798131078482e-05,,0,0,34176,0.0,0.0,1.0
6,16,6,1.65,1.35,inferred,6,QAOA,49593,10.03161205843014,0.03148581774932587,89,0.0021041249856352806,0.21780400402313552,1,256,34176,0.0,0.0,1.0
6,16,6,1.65,1.35,wrong,6,exact LNS,53689,10.513504284454173,0.076544055311949,64,9.170034900307655e-07,,0,0,24576,0.0,0.0,0.5
6,16,6,1.65,1.35,wrong,6,annealing,37310,10.753866904972668,0.09901861595355772,89,7.316609844565392e-05,,0,0,34176,0.0,0.0,0.5
6,16,6,1.65,1.35,wrong,6,QAOA,53689,10.513504284454173,0.076544055311949,89,0.0021232080180197954,0.12113363725665138,1,256,34176,0.0,0.0,0.5
6,16,6,1.65,1.35,inferred-sensitivity,6,QAOA,49593,10.03161205843014,0.03148581774932587,89,0.002091291011311114,0.21780400402313552,1,64,34176,0.0,0.0,1.0
6,16,6,1.65,1.35,inferred-sensitivity,6,QAOA,49593,10.03161205843014,0.03148581774932587,89,0.003582207951694727,0.21686612503458816,2,64,34176,0.0,0.0,1.0
6,16,6,1.65,1.35,inferred-sensitivity,6,QAOA,49593,10.03161205843014,0.03148581774932587,89,0.003515999997034669,0.21686612503458816,2,256,34176,0.0,0.0,1.0
6,16,6,1.65,1.35,inferred-sensitivity,6,QAOA,49593,10.03161205843014,0.03148581774932587,89,0.0035453750751912594,0.21686612503458816,2,1024,34176,0.0,0.0,1.0
6,16,6,1.65,1.35,inferred-noise,6,QAOA,49593,10.03161205843014,0.03148581774932587,89,0.0021235829917714,0.19758610362082196,1,256,34176,0.0,0.1,1.0
6,16,6,1.65,1.35,inferred-noise,6,QAOA,49593,10.03161205843014,0.03148581774932587,89,0.002005166024900973,0.16725925301735164,1,256,34176,0.0,0.25,1.0
6,16,6,1.65,1.35,inferred-noise,6,QAOA,49593,10.03161205843014,0.03148581774932587,89,0.0020760420011356473,0.11671450201156776,1,256,34176,0.0,0.5,1.0
7,16,6,1.65,1.35,full,16,deployed,61781,7.803409081168367,0.07163872683436666,0,0.0,,0,0,0,0.27299348659218875,0.0,1.0
7,16,6,1.65,1.35,full,16,exact enumeration,61765,7.214903829739096,0.0,65536,0.0,,0,0,68719476736,0.27299348659218875,0.0,1.0
7,16,6,1.65,1.35,full,16,MILP,61765,7.214903829739096,0.0,0,0.013812499935738742,,0,0,0,0.27299348659218875,0.0,1.0
7,16,6,1.65,1.35,full,16,annealing,61765,7.214903829739096,0.0,89,8.112494833767414e-05,,0,0,93323264,0.27299348659218875,0.0,1.0
7,16,6,1.65,1.35,full,16,QAOA,19817,7.86528477742675,0.07917085350813045,89,0.22562037501484156,0.0012918789731894665,1,256,93323264,0.27299348659218875,0.0,1.0
7,16,6,1.65,1.35,true,6,exact LNS,61765,7.214903829739096,0.0,64,1.249951310455799e-06,,0,0,24576,0.27299348659218875,0.0,1.0
7,16,6,1.65,1.35,true,6,annealing,61765,7.214903829739096,0.0,89,7.691595237702131e-05,,0,0,34176,0.27299348659218875,0.0,1.0
7,16,6,1.65,1.35,true,6,QAOA,61765,7.214903829739096,0.0,89,0.002062374958768487,0.1491217576343633,1,256,34176,0.27299348659218875,0.0,1.0
7,16,6,1.65,1.35,inferred,6,exact LNS,61765,7.214903829739096,0.0,64,1.00000761449337e-06,,0,0,24576,0.27299348659218875,0.0,0.6666666666666666
7,16,6,1.65,1.35,inferred,6,annealing,61765,7.214903829739096,0.0,89,7.083301898092031e-05,,0,0,34176,0.27299348659218875,0.0,0.6666666666666666
7,16,6,1.65,1.35,inferred,6,QAOA,61765,7.214903829739096,0.0,89,0.0020508329616859555,0.09187742872843395,1,256,34176,0.27299348659218875,0.0,0.6666666666666666
7,16,6,1.65,1.35,wrong,6,exact LNS,61781,7.803409081168367,0.07163872683436666,64,9.170034900307655e-07,,0,0,24576,0.27299348659218875,0.0,0.5
7,16,6,1.65,1.35,wrong,6,annealing,61781,7.803409081168367,0.07163872683436666,89,7.083301898092031e-05,,0,0,34176,0.27299348659218875,0.0,0.5
7,16,6,1.65,1.35,wrong,6,QAOA,61781,7.803409081168367,0.07163872683436666,89,0.00211537501309067,0.2192244941713772,1,256,34176,0.27299348659218875,0.0,0.5
7,16,6,1.65,1.35,inferred-sensitivity,6,QAOA,61765,7.214903829739096,0.0,89,0.002096958924084902,0.09187742872843395,1,64,34176,0.27299348659218875,0.0,0.6666666666666666
7,16,6,1.65,1.35,inferred-sensitivity,6,QAOA,61765,7.214903829739096,0.0,89,0.003567707957699895,0.09848979501240093,2,64,34176,0.27299348659218875,0.0,0.6666666666666666
7,16,6,1.65,1.35,inferred-sensitivity,6,QAOA,61765,7.214903829739096,0.0,89,0.003591874963603914,0.09848979501240093,2,256,34176,0.27299348659218875,0.0,0.6666666666666666
7,16,6,1.65,1.35,inferred-sensitivity,6,QAOA,61765,7.214903829739096,0.0,89,0.0035271249944344163,0.09848979501240093,2,1024,34176,0.27299348659218875,0.0,0.6666666666666666
7,16,6,1.65,1.35,inferred-noise,6,QAOA,61765,7.214903829739096,0.0,89,0.0020941250259056687,0.08425218585559055,1,256,34176,0.27299348659218875,0.1,0.6666666666666666
7,16,6,1.65,1.35,inferred-noise,6,QAOA,61765,7.214903829739096,0.0,89,0.0020983750000596046,0.07281432154632546,1,256,34176,0.27299348659218875,0.25,0.6666666666666666
7,16,6,1.65,1.35,inferred-noise,6,QAOA,61765,7.214903829739096,0.0,89,0.0021464999299496412,0.053751214364216975,1,256,34176,0.27299348659218875,0.5,0.6666666666666666
8,16,6,1.65,1.35,full,16,deployed,6872,6.9233614010862805,0.0,0,0.0,,0,0,0,0.27967704963032963,0.0,1.0
8,16,6,1.65,1.35,full,16,exact enumeration,6872,6.9233614010862805,0.0,65536,0.0,,0,0,68719476736,0.27967704963032963,0.0,1.0
8,16,6,1.65,1.35,full,16,MILP,6872,6.9233614010862805,0.0,0,0.01562650001142174,,0,0,0,0.27967704963032963,0.0,1.0
8,16,6,1.65,1.35,full,16,annealing,6872,6.9233614010862805,0.0,89,8.07089963927865e-05,,0,0,93323264,0.27967704963032963,0.0,1.0
8,16,6,1.65,1.35,full,16,QAOA,13653,7.92446644161025,0.12634852682432482,89,0.2211674170102924,0.000594926422551551,1,256,93323264,0.27967704963032963,0.0,1.0
8,16,6,1.65,1.35,true,6,exact LNS,6872,6.9233614010862805,0.0,64,1.5420373529195786e-06,,0,0,24576,0.27967704963032963,0.0,1.0
8,16,6,1.65,1.35,true,6,annealing,6992,9.031363667720337,0.2660489860206367,89,8.624990005046129e-05,,0,0,34176,0.27967704963032963,0.0,1.0
8,16,6,1.65,1.35,true,6,QAOA,6872,6.9233614010862805,0.0,89,0.0020427090348675847,0.10941584423882102,1,256,34176,0.27967704963032963,0.0,1.0
8,16,6,1.65,1.35,inferred,6,exact LNS,6872,6.9233614010862805,0.0,64,7.919734343886375e-07,,0,0,24576,0.27967704963032963,0.0,0.6666666666666666
8,16,6,1.65,1.35,inferred,6,annealing,6872,6.9233614010862805,0.0,89,7.64590222388506e-05,,0,0,34176,0.27967704963032963,0.0,0.6666666666666666
8,16,6,1.65,1.35,inferred,6,QAOA,6872,6.9233614010862805,0.0,89,0.0020687079522758722,0.1438147757180968,1,256,34176,0.27967704963032963,0.0,0.6666666666666666
8,16,6,1.65,1.35,wrong,6,exact LNS,6872,6.9233614010862805,0.0,64,8.329516276717186e-07,,0,0,24576,0.27967704963032963,0.0,0.5
8,16,6,1.65,1.35,wrong,6,annealing,6872,6.9233614010862805,0.0,89,7.175002247095108e-05,,0,0,34176,0.27967704963032963,0.0,0.5
8,16,6,1.65,1.35,wrong,6,QAOA,6872,6.9233614010862805,0.0,89,0.002085332991555333,0.1299750508195513,1,256,34176,0.27967704963032963,0.0,0.5
8,16,6,1.65,1.35,inferred-sensitivity,6,QAOA,6872,6.9233614010862805,0.0,89,0.002067832974717021,0.1438147757180968,1,64,34176,0.27967704963032963,0.0,0.6666666666666666
8,16,6,1.65,1.35,inferred-sensitivity,6,QAOA,6872,6.9233614010862805,0.0,89,0.0034980830969288945,0.14954626450429004,2,64,34176,0.27967704963032963,0.0,0.6666666666666666
8,16,6,1.65,1.35,inferred-sensitivity,6,QAOA,6872,6.9233614010862805,0.0,89,0.003614500048570335,0.14954626450429004,2,256,34176,0.27967704963032963,0.0,0.6666666666666666
8,16,6,1.65,1.35,inferred-sensitivity,6,QAOA,6872,6.9233614010862805,0.0,89,0.0037826249608770013,0.14954626450429004,2,1024,34176,0.27967704963032963,0.0,0.6666666666666666
8,16,6,1.65,1.35,inferred-noise,6,QAOA,6872,6.9233614010862805,0.0,89,0.0020881249802187085,0.13099579814628712,1,256,34176,0.27967704963032963,0.1,0.6666666666666666
8,16,6,1.65,1.35,inferred-noise,6,QAOA,6872,6.9233614010862805,0.0,89,0.0020808340050280094,0.11176733178857261,1,256,34176,0.27967704963032963,0.25,0.6666666666666666
8,16,6,1.65,1.35,inferred-noise,6,QAOA,6872,6.9233614010862805,0.0,89,0.0021109170047566295,0.0797198878590484,1,256,34176,0.27967704963032963,0.5,0.6666666666666666
9,16,6,1.65,1.35,full,16,deployed,24364,3.161514204988075,0.0,0,0.0,,0,0,0,0.43097642005868286,0.0,1.0
9,16,6,1.65,1.35,full,16,exact enumeration,24364,3.161514204988075,0.0,65536,0.0,,0,0,68719476736,0.43097642005868286,0.0,1.0
9,16,6,1.65,1.35,full,16,MILP,24364,3.161514204988075,0.0,0,0.01083791593555361,,0,0,0,0.43097642005868286,0.0,1.0
9,16,6,1.65,1.35,full,16,annealing,24364,3.161514204988075,0.0,89,7.924996316432953e-05,,0,0,93323264,0.43097642005868286,0.0,1.0
9,16,6,1.65,1.35,full,16,QAOA,24366,4.84965268440531,0.4056548641342611,89,0.2293218340491876,0.00073503787695187,1,256,93323264,0.43097642005868286,0.0,1.0
9,16,6,1.65,1.35,true,6,exact LNS,24364,3.161514204988075,0.0,64,1.250067725777626e-06,,0,0,24576,0.43097642005868286,0.0,1.0
9,16,6,1.65,1.35,true,6,annealing,24364,3.161514204988075,0.0,89,7.808301597833633e-05,,0,0,34176,0.43097642005868286,0.0,1.0
9,16,6,1.65,1.35,true,6,QAOA,24364,3.161514204988075,0.0,89,0.002118833945132792,0.3816387902205954,1,256,34176,0.43097642005868286,0.0,1.0
9,16,6,1.65,1.35,inferred,6,exact LNS,24364,3.161514204988075,0.0,64,8.33999365568161e-07,,0,0,24576,0.43097642005868286,0.0,0.6666666666666666
9,16,6,1.65,1.35,inferred,6,annealing,24364,3.161514204988075,0.0,89,7.587508298456669e-05,,0,0,34176,0.43097642005868286,0.0,0.6666666666666666
9,16,6,1.65,1.35,inferred,6,QAOA,24364,3.161514204988075,0.0,89,0.002082834020256996,0.213121442422911,1,256,34176,0.43097642005868286,0.0,0.6666666666666666
9,16,6,1.65,1.35,wrong,6,exact LNS,24364,3.161514204988075,0.0,64,9.159557521343231e-07,,0,0,24576,0.43097642005868286,0.0,0.5
9,16,6,1.65,1.35,wrong,6,annealing,24364,3.161514204988075,0.0,89,7.133407052606344e-05,,0,0,34176,0.43097642005868286,0.0,0.5
9,16,6,1.65,1.35,wrong,6,QAOA,24364,3.161514204988075,0.0,89,0.002078082994557917,0.21679065187396324,1,256,34176,0.43097642005868286,0.0,0.5
9,16,6,1.65,1.35,inferred-sensitivity,6,QAOA,24364,3.161514204988075,0.0,89,0.0021201670169830322,0.213121442422911,1,64,34176,0.43097642005868286,0.0,0.6666666666666666
9,16,6,1.65,1.35,inferred-sensitivity,6,QAOA,24364,3.161514204988075,0.0,89,0.0034984999801963568,0.202541532676629,2,64,34176,0.43097642005868286,0.0,0.6666666666666666
9,16,6,1.65,1.35,inferred-sensitivity,6,QAOA,24364,3.161514204988075,0.0,89,0.0035027499543502927,0.202541532676629,2,256,34176,0.43097642005868286,0.0,0.6666666666666666
9,16,6,1.65,1.35,inferred-sensitivity,6,QAOA,24364,3.161514204988075,0.0,89,0.003634416963905096,0.202541532676629,2,1024,34176,0.43097642005868286,0.0,0.6666666666666666
9,16,6,1.65,1.35,inferred-noise,6,QAOA,24364,3.161514204988075,0.0,89,0.0021103749750182033,0.1933717981806199,1,256,34176,0.43097642005868286,0.1,0.6666666666666666
9,16,6,1.65,1.35,inferred-noise,6,QAOA,24364,3.161514204988075,0.0,89,0.002110291039571166,0.16374733181718326,1,256,34176,0.43097642005868286,0.25,0.6666666666666666
9,16,6,1.65,1.35,inferred-noise,6,QAOA,24364,3.161514204988075,0.0,89,0.0021379999816417694,0.1143732212114555,1,256,34176,0.43097642005868286,0.5,0.6666666666666666
10,16,6,1.65,1.35,full,16,deployed,42121,11.537713183475024,0.5202357504167544,0,0.0,,0,0,0,0.0,0.0,1.0
10,16,6,1.65,1.35,full,16,exact enumeration,55845,7.247216380773811,0.0,65536,0.0,,0,0,68719476736,0.0,0.0,1.0
10,16,6,1.65,1.35,full,16,MILP,55845,7.247216380773811,0.0,0,0.01753374992404133,,0,0,0,0.0,0.0,1.0
10,16,6,1.65,1.35,full,16,annealing,48265,9.855374636635888,0.3162470990748229,89,8.208397775888443e-05,,0,0,93323264,0.0,0.0,1.0
10,16,6,1.65,1.35,full,16,QAOA,56101,7.322427518342826,0.009119578545841231,89,0.22601166693493724,0.0006959585043229243,1,256,93323264,0.0,0.0,1.0
10,16,6,1.65,1.35,true,6,exact LNS,48265,9.855374636635888,0.3162470990748229,64,1.291045919060707e-06,,0,0,24576,0.0,0.0,1.0
10,16,6,1.65,1.35,true,6,annealing,48265,9.855374636635888,0.3162470990748229,89,7.720896974205971e-05,,0,0,34176,0.0,0.0,1.0
10,16,6,1.65,1.35,true,6,QAOA,48265,9.855374636635888,0.3162470990748229,89,0.002137665986083448,0.19243189523188237,1,256,34176,0.0,0.0,1.0
10,16,6,1.65,1.35,inferred,6,exact LNS,48265,9.855374636635888,0.3162470990748229,64,9.170034900307655e-07,,0,0,24576,0.0,0.0,1.0
10,16,6,1.65,1.35,inferred,6,annealing,48265,9.855374636635888,0.3162470990748229,89,7.1333022788167e-05,,0,0,34176,0.0,0.0,1.0
10,16,6,1.65,1.35,inferred,6,QAOA,48265,9.855374636635888,0.3162470990748229,89,0.0021121660247445107,0.19243189523188237,1,256,34176,0.0,0.0,1.0
10,16,6,1.65,1.35,wrong,6,exact LNS,42121,11.537713183475024,0.5202357504167544,64,8.330680429935455e-07,,0,0,24576,0.0,0.0,0.5
10,16,6,1.65,1.35,wrong,6,annealing,42121,11.537713183475024,0.5202357504167544,89,6.712507456541061e-05,,0,0,34176,0.0,0.0,0.5
10,16,6,1.65,1.35,wrong,6,QAOA,42121,11.537713183475024,0.5202357504167544,89,0.0020149999763816595,0.08336323027948116,1,256,34176,0.0,0.0,0.5
10,16,6,1.65,1.35,inferred-sensitivity,6,QAOA,48265,9.855374636635888,0.3162470990748229,89,0.002059333026409149,0.19243189523188237,1,64,34176,0.0,0.0,1.0
10,16,6,1.65,1.35,inferred-sensitivity,6,QAOA,48265,9.855374636635888,0.3162470990748229,89,0.0035332089755684137,0.19185294690666002,2,64,34176,0.0,0.0,1.0
10,16,6,1.65,1.35,inferred-sensitivity,6,QAOA,48265,9.855374636635888,0.3162470990748229,89,0.003556750016286969,0.19185294690666002,2,256,34176,0.0,0.0,1.0
10,16,6,1.65,1.35,inferred-sensitivity,6,QAOA,48265,9.855374636635888,0.3162470990748229,89,0.0036239580949768424,0.19185294690666002,2,1024,34176,0.0,0.0,1.0
10,16,6,1.65,1.35,inferred-noise,6,QAOA,48265,9.855374636635888,0.3162470990748229,89,0.0021075840340927243,0.17475120570869412,1,256,34176,0.0,0.1,1.0
10,16,6,1.65,1.35,inferred-noise,6,QAOA,48265,9.855374636635888,0.3162470990748229,89,0.002118958975188434,0.14823017142391176,1,256,34176,0.0,0.25,1.0
10,16,6,1.65,1.35,inferred-noise,6,QAOA,48265,9.855374636635888,0.3162470990748229,89,0.002061624894849956,0.10402844761594118,1,256,34176,0.0,0.5,1.0
11,16,6,1.65,1.35,full,16,deployed,62296,5.2809332269505065,0.43317049819100617,0,0.0,,0,0,0,0.3016958823801788,0.0,1.0
11,16,6,1.65,1.35,full,16,exact enumeration,7317,3.3825443203572094,0.0,65536,0.0,,0,0,68719476736,0.3016958823801788,0.0,1.0
11,16,6,1.65,1.35,full,16,MILP,7317,3.3825443203572094,0.0,0,0.013238708022981882,,0,0,0,0.3016958823801788,0.0,1.0
11,16,6,1.65,1.35,full,16,annealing,62288,5.2399155930162875,0.4238111783676585,89,8.120900020003319e-05,,0,0,93323264,0.3016958823801788,0.0,1.0
11,16,6,1.65,1.35,full,16,QAOA,5524,4.526486940051796,0.2610224874123684,89,0.22954608302097768,0.0020189605442579085,1,256,93323264,0.3016958823801788,0.0,1.0
11,16,6,1.65,1.35,true,6,exact LNS,62288,5.2399155930162875,0.4238111783676585,64,1.5420373529195786e-06,,0,0,24576,0.3016958823801788,0.0,1.0
11,16,6,1.65,1.35,true,6,annealing,62288,5.2399155930162875,0.4238111783676585,89,7.862504571676254e-05,,0,0,34176,0.3016958823801788,0.0,1.0
11,16,6,1.65,1.35,true,6,QAOA,62288,5.2399155930162875,0.4238111783676585,89,0.0020353749860078096,0.09687581695924527,1,256,34176,0.3016958823801788,0.0,1.0
11,16,6,1.65,1.35,inferred,6,exact LNS,62288,5.2399155930162875,0.4238111783676585,64,8.749775588512421e-07,,0,0,24576,0.3016958823801788,0.0,0.8333333333333334
11,16,6,1.65,1.35,inferred,6,annealing,62288,5.2399155930162875,0.4238111783676585,89,6.983405910432339e-05,,0,0,34176,0.3016958823801788,0.0,0.8333333333333334
11,16,6,1.65,1.35,inferred,6,QAOA,62288,5.2399155930162875,0.4238111783676585,89,0.002058665966615081,0.1243506989768523,1,256,34176,0.3016958823801788,0.0,0.8333333333333334
11,16,6,1.65,1.35,wrong,6,exact LNS,62296,5.2809332269505065,0.43317049819100617,64,9.170034900307655e-07,,0,0,24576,0.3016958823801788,0.0,0.5
11,16,6,1.65,1.35,wrong,6,annealing,62296,5.2809332269505065,0.43317049819100617,89,7.137504871934652e-05,,0,0,34176,0.3016958823801788,0.0,0.5
11,16,6,1.65,1.35,wrong,6,QAOA,62296,5.2809332269505065,0.43317049819100617,89,0.0020763749489560723,0.19748064295840384,1,256,34176,0.3016958823801788,0.0,0.5
11,16,6,1.65,1.35,inferred-sensitivity,6,QAOA,62288,5.2399155930162875,0.4238111783676585,89,0.0020710420794785023,0.1243506989768523,1,64,34176,0.3016958823801788,0.0,0.8333333333333334
11,16,6,1.65,1.35,inferred-sensitivity,6,QAOA,62288,5.2399155930162875,0.4238111783676585,89,0.0036779999500140548,0.17141576902474345,2,64,34176,0.3016958823801788,0.0,0.8333333333333334
11,16,6,1.65,1.35,inferred-sensitivity,6,QAOA,62288,5.2399155930162875,0.4238111783676585,89,0.003558124997653067,0.17141576902474345,2,256,34176,0.3016958823801788,0.0,0.8333333333333334
11,16,6,1.65,1.35,inferred-sensitivity,6,QAOA,62288,5.2399155930162875,0.4238111783676585,89,0.003511084010824561,0.17141576902474345,2,1024,34176,0.3016958823801788,0.0,0.8333333333333334
11,16,6,1.65,1.35,inferred-noise,6,QAOA,62288,5.2399155930162875,0.4238111783676585,89,0.0020487080328166485,0.11347812907916707,1,256,34176,0.3016958823801788,0.1,0.8333333333333334
11,16,6,1.65,1.35,inferred-noise,6,QAOA,62288,5.2399155930162875,0.4238111783676585,89,0.002038000035099685,0.09716927423263923,1,256,34176,0.3016958823801788,0.25,0.8333333333333334
11,16,6,1.65,1.35,inferred-noise,6,QAOA,62288,5.2399155930162875,0.4238111783676585,89,0.0020476249046623707,0.06998784948842615,1,256,34176,0.3016958823801788,0.5,0.8333333333333334
0,16,8,1.65,0.65,full,16,deployed,36584,9.582728943705733,0.05407976747345886,0,0.0,,0,0,0,0.18346783242125525,0.0,1.0
0,16,8,1.65,0.65,full,16,exact enumeration,36576,9.039779977061556,0.0,65536,0.0,,0,0,68719476736,0.18346783242125525,0.0,1.0
0,16,8,1.65,0.65,full,16,MILP,36576,9.039779977061556,0.0,0,0.013668667059391737,,0,0,0,0.18346783242125525,0.0,1.0
0,16,8,1.65,0.65,full,16,annealing,36576,9.039779977061556,0.0,89,8.008303120732307e-05,,0,0,93323264,0.18346783242125525,0.0,1.0
0,16,8,1.65,0.65,full,16,QAOA,36576,9.039779977061556,0.0,89,0.22697691607754678,0.00106051721101809,1,256,93323264,0.18346783242125525,0.0,1.0
0,16,8,1.65,0.65,true,8,exact LNS,36576,9.039779977061556,0.0,256,1.4579854905605316e-06,,0,0,524288,0.18346783242125525,0.0,1.0
0,16,8,1.65,0.65,true,8,annealing,36576,9.039779977061556,0.0,89,7.624994032084942e-05,,0,0,182272,0.18346783242125525,0.0,1.0
0,16,8,1.65,0.65,true,8,QAOA,36576,9.039779977061556,0.0,89,0.0030367079889401793,0.10944357834190951,1,256,182272,0.18346783242125525,0.0,1.0
0,16,8,1.65,0.65,inferred,8,exact LNS,36576,9.039779977061556,0.0,256,1.0409858077764511e-06,,0,0,524288,0.18346783242125525,0.0,0.75
0,16,8,1.65,0.65,inferred,8,annealing,36576,9.039779977061556,0.0,89,7.112498860806227e-05,,0,0,182272,0.18346783242125525,0.0,0.75
0,16,8,1.65,0.65,inferred,8,QAOA,36576,9.039779977061556,0.0,89,0.0030325420666486025,0.2595247480648149,1,256,182272,0.18346783242125525,0.0,0.75
0,16,8,1.65,0.65,wrong,8,exact LNS,36584,9.582728943705733,0.05407976747345886,256,1.00000761449337e-06,,0,0,524288,0.18346783242125525,0.0,0.5
0,16,8,1.65,0.65,wrong,8,annealing,36584,9.582728943705733,0.05407976747345886,89,6.945803761482239e-05,,0,0,182272,0.18346783242125525,0.0,0.5
0,16,8,1.65,0.65,wrong,8,QAOA,36584,9.582728943705733,0.05407976747345886,89,0.0030785000417381525,0.2393953751364483,1,256,182272,0.18346783242125525,0.0,0.5
0,16,8,1.65,0.65,inferred-sensitivity,8,QAOA,36576,9.039779977061556,0.0,89,0.003045791992917657,0.2595247480648149,1,64,182272,0.18346783242125525,0.0,0.75
0,16,8,1.65,0.65,inferred-sensitivity,8,QAOA,36576,9.039779977061556,0.0,89,0.005462124943733215,0.36170228535736715,2,64,182272,0.18346783242125525,0.0,0.75
0,16,8,1.65,0.65,inferred-sensitivity,8,QAOA,36576,9.039779977061556,0.0,89,0.005273291026242077,0.36170228535736715,2,256,182272,0.18346783242125525,0.0,0.75
0,16,8,1.65,0.65,inferred-sensitivity,8,QAOA,36576,9.039779977061556,0.0,89,0.005425999988801777,0.36170228535736715,2,1024,182272,0.18346783242125525,0.0,0.75
0,16,8,1.65,0.65,inferred-noise,8,QAOA,36576,9.039779977061556,0.0,89,0.003127041971310973,0.2339628982583334,1,256,182272,0.18346783242125525,0.1,0.75
0,16,8,1.65,0.65,inferred-noise,8,QAOA,36576,9.039779977061556,0.0,89,0.003137042047455907,0.1956201235486112,1,256,182272,0.18346783242125525,0.25,0.75
0,16,8,1.65,0.65,inferred-noise,8,QAOA,36576,9.039779977061556,0.0,89,0.0030837920494377613,0.13171549903240745,1,256,182272,0.18346783242125525,0.5,0.75
1,16,8,1.65,0.65,full,16,deployed,25391,6.513219805810998,0.08109104102708338,0,0.0,,0,0,0,0.0,0.0,1.0
1,16,8,1.65,0.65,full,16,exact enumeration,40144,5.949664293465158,0.0,65536,0.0,,0,0,68719476736,0.0,0.0,1.0
1,16,8,1.65,0.65,full,16,MILP,40144,5.949664293465158,0.0,0,0.01164187490940094,,0,0,0,0.0,0.0,1.0
1,16,8,1.65,0.65,full,16,annealing,25391,6.513219805810998,0.08109104102708338,89,7.804203778505325e-05,,0,0,93323264,0.0,0.0,1.0
1,16,8,1.65,0.65,full,16,QAOA,25391,6.513219805810998,0.08109104102708338,89,0.2269910000031814,0.0032166585441238582,1,256,93323264,0.0,0.0,1.0
1,16,8,1.65,0.65,true,8,exact LNS,25391,6.513219805810998,0.08109104102708338,256,1.500011421740055e-06,,0,0,524288,0.0,0.0,1.0
1,16,8,1.65,0.65,true,8,annealing,25391,6.513219805810998,0.08109104102708338,89,7.67499441280961e-05,,0,0,182272,0.0,0.0,1.0
1,16,8,1.65,0.65,true,8,QAOA,25391,6.513219805810998,0.08109104102708338,89,0.003422665991820395,0.09396864078540289,1,256,182272,0.0,0.0,1.0
1,16,8,1.65,0.65,inferred,8,exact LNS,25391,6.513219805810998,0.08109104102708338,256,1.0830117389559746e-06,,0,0,524288,0.0,0.0,0.75
1,16,8,1.65,0.65,inferred,8,annealing,21055,9.799836751849817,0.5540084090112117,89,7.104198448359966e-05,,0,0,182272,0.0,0.0,0.75
1,16,8,1.65,0.65,inferred,8,QAOA,25391,6.513219805810998,0.08109104102708338,89,0.0030746670672670007,0.08635531531974999,1,256,182272,0.0,0.0,0.75
1,16,8,1.65,0.65,wrong,8,exact LNS,25391,6.513219805810998,0.08109104102708338,256,1.1249212548136711e-06,,0,0,524288,0.0,0.0,0.5
1,16,8,1.65,0.65,wrong,8,annealing,25391,6.513219805810998,0.08109104102708338,89,7.49160535633564e-05,,0,0,182272,0.0,0.0,0.5
1,16,8,1.65,0.65,wrong,8,QAOA,25391,6.513219805810998,0.08109104102708338,89,0.003058374975807965,0.2594919059592316,1,256,182272,0.0,0.0,0.5
1,16,8,1.65,0.65,inferred-sensitivity,8,QAOA,25391,6.513219805810998,0.08109104102708338,89,0.0034266660222783685,0.08635531531974999,1,64,182272,0.0,0.0,0.75
1,16,8,1.65,0.65,inferred-sensitivity,8,QAOA,25391,6.513219805810998,0.08109104102708338,89,0.00531979207880795,0.08723692346226462,2,64,182272,0.0,0.0,0.75
1,16,8,1.65,0.65,inferred-sensitivity,8,QAOA,25391,6.513219805810998,0.08109104102708338,89,0.005394749925471842,0.08723692346226462,2,256,182272,0.0,0.0,0.75
1,16,8,1.65,0.65,inferred-sensitivity,8,QAOA,25391,6.513219805810998,0.08109104102708338,89,0.0054278329480439425,0.08723692346226462,2,1024,182272,0.0,0.0,0.75
1,16,8,1.65,0.65,inferred-noise,8,QAOA,25391,6.513219805810998,0.08109104102708338,89,0.0031452500261366367,0.078110408787775,1,256,182272,0.0,0.1,0.75
1,16,8,1.65,0.65,inferred-noise,8,QAOA,25391,6.513219805810998,0.08109104102708338,89,0.003134791972115636,0.0657430489898125,1,256,182272,0.0,0.25,0.75
1,16,8,1.65,0.65,inferred-noise,8,QAOA,25391,6.513219805810998,0.08109104102708338,89,0.003109582932665944,0.045130782659874996,1,256,182272,0.0,0.5,0.75
2,16,8,1.65,0.65,full,16,deployed,36298,9.2682580982739,0.0,0,0.0,,0,0,0,0.03488056613373136,0.0,1.0
2,16,8,1.65,0.65,full,16,exact enumeration,36298,9.2682580982739,0.0,65536,0.0,,0,0,68719476736,0.03488056613373136,0.0,1.0
2,16,8,1.65,0.65,full,16,MILP,36298,9.2682580982739,0.0,0,0.019438749994151294,,0,0,0,0.03488056613373136,0.0,1.0
