Base Station ID,Cell ID,Timestamp,prb_pct,traffic_kbyte,users,minute
12910,12910-1,19:00,50.73000000,23975914.76000000,60.43000000,1140
12910,12910-1,19:30,53.92000000,34509279.82000000,59.08000000,1170
12910,12910-1,20:00,44.45000000,15371545.32000000,56.59000000,1200
12910,12910-1,20:30,69.90000000,26993970.82000000,48.08000000,1230
12910,12910-1,21:00,58.52000000,26074317.34000000,45.26000000,1260
12910,12910-1,21:30,38.57000000,23194481.77000000,37.89000000,1290
12910,12910-1,22:00,18.07000000,12132550.18000000,34.09000000,1320
12910,12910-1,22:30,7.55000000,1938763.07000000,30.86000000,1350
12910,12910-1,23:00,8.04000000,2554310.63000000,32.29000000,1380
12910,12910-1,23:30,9.02000000,3552774.49000000,30.90000000,1410
12910,12910-2,00:00,7.28000000,1744895.73000000,19.03000000,0
12910,12910-2,00:30,6.94000000,1641321.46000000,14.92000000,30
12910,12910-2,01:00,6.47000000,1022342.84000000,12.29000000,60
12910,12910-2,01:30,6.07000000,798625.39000000,9.92000000,90
12910,12910-2,02:00,5.72000000,183227.54000000,8.39000000,120
12910,12910-2,02:30,5.72000000,316408.78000000,8.47000000,150
12910,12910-2,03:00,2.84000000,46410.26000000,0.93000000,180
12910,12910-2,03:30,0.00000000,0.00000000,0.00000000,210
12910,12910-2,04:00,0.00000000,0.00000000,0.00000000,240
12910,12910-2,04:30,0.00000000,0.00000000,0.00000000,270
12910,12910-2,05:00,6.03000000,513783.19000000,14.59000000,300
12910,12910-2,05:30,6.07000000,556222.28000000,17.97000000,330
12910,12910-2,06:00,7.80000000,1964351.42000000,24.15000000,360
12910,12910-2,06:30,7.61000000,1699560.10000000,25.13000000,390
12910,12910-2,07:00,11.84000000,7511675.69000000,33.63000000,420
12910,12910-2,07:30,39.85000000,50771618.27000000,33.18000000,450
12910,12910-2,08:00,10.62000000,5323804.92000000,46.27000000,480
12910,12910-2,08:30,11.76000000,5451614.03000000,54.02000000,510
12910,12910-2,09:00,38.52000000,37026870.15000000,69.93000000,540
12910,12910-2,09:30,83.48000000,100006627.90000001,70.73000000,570
12910,12910-2,10:00,78.90000000,82539251.78000000,71.04000000,600
12910,12910-2,10:30,96.65000000,100114584.56000000,63.39000000,630
12910,12910-2,11:00,87.41000000,58459078.79000000,53.74000000,660
12910,12910-2,11:30,98.42000000,91902379.54000001,50.79000000,690
12910,12910-2,12:00,98.13000000,102568334.05000000,45.29000000,720
12910,12910-2,12:30,80.07000000,94780098.97000000,45.25000000,750
12910,12910-2,13:00,15.52000000,11327248.00000000,42.77000000,780
12910,12910-2,13:30,8.84000000,2552230.27000000,35.90000000,810
12910,12910-2,14:00,22.99000000,20020812.94000000,39.10000000,840
12910,12910-2,14:30,85.89000000,105180401.75000000,45.09000000,870
12910,12910-2,15:00,66.82000000,51637064.87000000,36.17000000,900
12910,12910-2,15:30,84.86000000,49438293.87000000,38.94000000,930
12910,12910-2,16:00,77.98000000,47033277.31000000,43.72000000,960
12910,12910-2,16:30,79.50000000,42931554.93000000,46.71000000,990
12910,12910-2,17:00,77.24000000,60213973.94000000,50.61000000,1020
12910,12910-2,17:30,61.74000000,46688570.49000000,59.19000000,1050
12910,12910-2,18:00,83.25000000,47874550.29000000,65.14000000,1080
12910,12910-2,18:30,94.86000000,56438772.12000000,72.70000000,1110
12910,12910-2,19:00,70.74000000,42466618.53000000,73.54000000,1140
12910,12910-2,19:30,70.24000000,43751071.41000000,68.96000000,1170
12910,12910-2,20:00,97.62000000,53529722.08000000,68.37000000,1200
12910,12910-2,20:30,90.66000000,42760710.32000000,57.56000000,1230
12910,12910-2,21:00,87.92000000,50356849.33000000,50.17000000,1260
12910,12910-2,21:30,39.04000000,19377058.77000000,41.03000000,1290
12910,12910-2,22:00,10.48000000,3701543.13000000,34.78000000,1320
12910,12910-2,22:30,9.38000000,3134376.00000000,28.88000000,1350
12910,12910-2,23:00,8.37000000,2224709.21000000,23.19000000,1380
12910,12910-2,23:30,8.06000000,1504788.57000000,21.25000000,1410
12910,12910-3,00:00,17.05000000,3522766.32000000,50.58000000,0
12910,12910-3,00:30,15.00000000,2461849.65000000,43.02000000,30
12910,12910-3,01:00,13.20000000,1538118.27000000,35.25000000,60
12910,12910-3,01:30,12.27000000,1081600.80000000,32.30000000,90
12910,12910-3,02:00,12.54000000,1417609.61000000,31.81000000,120
12910,12910-3,02:30,12.43000000,1559848.78000000,30.04000000,150
12910,12910-3,03:00,4.98000000,139122.00000000,2.80000000,180
12910,12910-3,03:30,0.00000000,0.00000000,0.00000000,210
12910,12910-3,04:00,0.00000000,0.00000000,0.00000000,240
12910,12910-3,04:30,0.00000000,0.00000000,0.00000000,270
12910,12910-3,05:00,12.64000000,1228230.11000000,19.55000000,300
12910,12910-3,05:30,12.57000000,1402968.40000000,32.74000000,330
12910,12910-3,06:00,15.11000000,2143575.26000000,41.17000000,360
12910,12910-3,06:30,16.25000000,2918741.08000000,51.34000000,390
12910,12910-3,07:00,40.75000000,26276059.20000000,57.48000000,420
12910,12910-3,07:30,22.12000000,6354104.15000000,66.34000000,450
12910,12910-3,08:00,18.30000000,3354017.66000000,76.82000000,480
12910,12910-3,08:30,35.64000000,16186993.00000000,84.06000000,510
12910,12910-3,09:00,40.19000000,19759548.27000000,94.04000000,540
12910,12910-3,09:30,75.37000000,54202207.05000000,94.78000000,570
12910,12910-3,10:00,81.66000000,61957318.50000000,99.20000000,600
12910,12910-3,10:30,86.25000000,61464264.09000000,92.11000000,630
